"round","seed.1","name.1","link.1","games.1","win_pct.1","srs.1","sos.1","win_pct_home.1","win_pct_away.1","win_pct_conf.1","pts_pg.1","opp_pts_pg.1","mp.1","fg_pg.1","fg_pct.1","fg3_pg.1","fg3_pct.1","ft_pg.1","ft_pct.1","orb_pg.1","trb_pg.1","ast_pg.1","stl_pg.1","blk_pg.1","tov_pg.1","pf_pg.1","seed.2","name.2","link.2","games.2","win_pct.2","srs.2","sos.2","win_pct_home.2","win_pct_away.2","win_pct_conf.2","pts_pg.2","opp_pts_pg.2","mp.2","fg_pg.2","fg_pct.2","fg3_pg.2","fg3_pct.2","ft_pg.2","ft_pct.2","orb_pg.2","trb_pg.2","ast_pg.2","stl_pg.2","blk_pg.2","tov_pg.2","pf_pg.2"
1,5,"Tennessee","/cbb/schools/tennessee/2021.html",26,0.692,18.06,8.79,0.8125,0.5,0.588235294117647,72.5,63.2307692307692,1040,25.4230769230769,0.443,6.65384615384615,0.338,15,0.746,10.8076923076923,35.9230769230769,15.0384615384615,7.23076923076923,4.92307692307692,12.5,16.4615384615385,12,"Oregon State","/cbb/schools/oregon-state/2021.html",29,0.586,7.55,7.69,0.625,0.4,0.5,70.6551724137931,68.3103448275862,1170,24.551724137931,0.435,7,0.353,14.551724137931,0.758,10.3103448275862,33.6896551724138,14.6896551724138,6.06896551724138,3.31034482758621,11.3103448275862,18.8620689655172
1,4,"Oklahoma State","/cbb/schools/oklahoma-state/2021.html",28,0.714,14.14,9.97,0.769230769230769,0.666666666666667,0.611111111111111,77.0714285714286,72.8928571428571,1145,27.6785714285714,0.467,6.39285714285714,0.338,15.3214285714286,0.713,11.0357142857143,38.6071428571429,13.2142857142857,7.28571428571429,4.39285714285714,15.9285714285714,16.7857142857143,13,"Liberty","/cbb/schools/liberty/2021.html",28,0.821,4.3,-6.7,1,0.625,0.846153846153846,74.8928571428571,59.6428571428571,1120,27.1785714285714,0.492,10.3214285714286,0.391,10.2142857142857,0.777,7.07142857142857,33.3571428571429,15.9285714285714,4.57142857142857,2.28571428571429,9.67857142857143,14.5357142857143
1,6,"San Diego State","/cbb/schools/san-diego-state/2021.html",27,0.852,14.63,2.2,0.866666666666667,0.75,0.823529411764706,74.0740740740741,60.5555555555556,1085,25.7407407407407,0.455,8.48148148148148,0.375,14.1111111111111,0.723,9.7037037037037,35.9259259259259,13.8518518518519,8.25925925925926,2.85185185185185,11.2962962962963,18.5555555555556,11,"Syracuse","/cbb/schools/syracuse/2021.html",25,0.64,13.75,8.63,0.928571428571429,0.222222222222222,0.5625,75.84,70.72,1005,27.04,0.441,8.12,0.338,13.64,0.784,10.92,35.88,15.28,8.72,4.92,11.16,14.52
1,3,"West Virginia","/cbb/schools/west-virginia/2021.html",27,0.667,15.86,10.67,0.615384615384615,0.777777777777778,0.647058823529412,77.2962962962963,72.1111111111111,1095,26.3333333333333,0.428,7.25925925925926,0.357,17.3703703703704,0.717,13.4444444444444,38.1481481481481,13.8148148148148,7.48148148148148,2.85185185185185,12.1481481481481,16.3703703703704,14,"Morehead State","/cbb/schools/morehead-state/2021.html",30,0.767,-0.45,-4.55,0.923076923076923,0.615384615384615,0.85,68.8333333333333,63.4,1210,24.6,0.461,6.56666666666667,0.351,13.0666666666667,0.682,10.3,37.5,12.7333333333333,4.4,5,15.3,14.4
1,7,"Clemson","/cbb/schools/clemson/2021.html",23,0.696,13.5,10.19,0.916666666666667,0.285714285714286,0.625,65.304347826087,62,925,23.5217391304348,0.428,8.34782608695652,0.346,9.91304347826087,0.765,8.60869565217391,32.6521739130435,13.2608695652174,6.08695652173913,2.8695652173913,12.695652173913,15.695652173913,10,"Rutgers","/cbb/schools/rutgers/2021.html",26,0.577,15.18,13.45,0.714285714285714,0.4,0.5,69.9615384615385,68.2307692307692,1045,26.7692307692308,0.451,6.03846153846154,0.311,10.3846153846154,0.632,9.76923076923077,35.3076923076923,13.8076923076923,7.80769230769231,5.23076923076923,11.3076923076923,17.6538461538462
1,2,"Houston","/cbb/schools/houston/2021.html",27,0.889,22.14,4.14,1,0.625,0.823529411764706,77.6296296296296,57.8518518518519,1080,27.3703703703704,0.444,9.33333333333333,0.361,13.5555555555556,0.741,14.3333333333333,41.1111111111111,14.1111111111111,8.18518518518519,4.66666666666667,10.8518518518519,18.7407407407407,15,"Cleveland State","/cbb/schools/cleveland-state/2021.html",26,0.731,-4.09,-4.97,0.818181818181818,0.615384615384615,0.8,71.4615384615385,70.5769230769231,1065,26.3076923076923,0.452,6.38461538461539,0.319,12.4615384615385,0.669,10.7307692307692,35,13.9615384615385,7,2.5,12.8461538461538,19.1923076923077
1,1,"Baylor","/cbb/schools/baylor/2021.html",24,0.917,23.32,5.36,1,0.875,0.928571428571429,84.375,66.4166666666667,965,31.0833333333333,0.493,10.3333333333333,0.418,11.875,0.697,12.875,36.4583333333333,17.0416666666667,8.95833333333333,3.75,12.4166666666667,17.1666666666667,16,"Hartford","/cbb/schools/hartford/2021.html",23,0.652,-2.76,-5.37,0.909090909090909,0.454545454545455,0.571428571428571,65.8695652173913,63.2608695652174,920,23.6086956521739,0.434,7.56521739130435,0.327,11.0869565217391,0.712,8.1304347826087,33.1739130434783,11,7,2.04347826086957,12.6521739130435,16.1304347826087
1,8,"UNC","/cbb/schools/north-carolina/2021.html",28,0.643,16.3,10.01,0.909090909090909,0.3,0.625,75.6785714285714,69.3928571428571,1120,27.7142857142857,0.441,5.60714285714286,0.317,14.6428571428571,0.668,15.8571428571429,43.1428571428571,15.4642857142857,7.21428571428571,4.71428571428571,14.75,16.8571428571429,9,"Wisconsin","/cbb/schools/wisconsin/2021.html",29,0.586,17.82,12.51,0.6875,0.454545454545455,0.5,69.6206896551724,64.3103448275862,1170,24.5172413793103,0.421,8.55172413793103,0.36,12.0344827586207,0.767,8.31034482758621,33.5172413793103,13.3103448275862,5.86206896551724,3.79310344827586,8.93103448275862,16.2413793103448
1,5,"Villanova","/cbb/schools/villanova/2021.html",22,0.727,18.08,9.67,1,0.5,0.733333333333333,75.5454545454545,67.1363636363636,885,26.4090909090909,0.45,9.22727272727273,0.352,13.5,0.765,9.59090909090909,34.3181818181818,15.2727272727273,5.31818181818182,1.45454545454545,9.04545454545454,15.5,12,"Winthrop","/cbb/schools/winthrop/2021.html",24,0.958,5.1,-7.65,0.916666666666667,1,0.944444444444444,79.5416666666667,66.7916666666667,960,28.0833333333333,0.461,8.45833333333333,0.353,14.9166666666667,0.686,13,40.25,15.0416666666667,7.75,2.375,14.1666666666667,18.1666666666667
1,4,"Purdue","/cbb/schools/purdue/2021.html",27,0.667,17.29,12.47,0.916666666666667,0.454545454545455,0.684210526315789,71.1111111111111,66.2962962962963,1085,25.5185185185185,0.451,7.11111111111111,0.335,12.962962962963,0.711,10.8888888888889,37.5925925925926,14.2962962962963,5.18518518518519,3.40740740740741,12.5555555555556,17.5185185185185,13,"North Texas","/cbb/schools/north-texas/2021.html",26,0.654,7.4,-0.24,0.727272727272727,0.454545454545455,0.642857142857143,69.8076923076923,61.2307692307692,1045,25.6923076923077,0.475,7.57692307692308,0.376,10.8461538461538,0.734,8.61538461538461,33.3461538461538,13.3461538461538,6.76923076923077,2.96153846153846,13.1923076923077,15.7307692307692
