STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,DAY
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-30,0,73,91,55,515
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-05-31,0,71,79,54,516
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-01,0,59,72,43,517
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-02,0,61,75,46,518
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-03,0,70,89,57,519
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-04,0,76,92,66,520
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-05,0,73,85,58,521
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-06,0.02,76,89,61,522
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-07,0,80,96,68,523
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-08,0.43,82,93,56,524
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-09,0.02,61,71,51,525
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-10,0,61,76,47,526
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-11,0,65,78,53,527
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-12,0,58,69,44,528
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-13,0,62,75,46,529
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-14,0.06,70,85,59,530
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-15,0.11,64,65,56,531
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-16,0,60,69,53,532
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-17,0,59,65,52,533
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-18,0,62,75,49,534
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-19,0.01,65,76,49,535
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-20,0.52,63,69,55,536
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-21,0.37,62,72,56,537
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-22,0.35,63,64,55,538
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-23,0,64,79,54,539
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-24,0.01,69,79,61,540
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-25,0,68,81,57,541
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-26,0,72,87,57,542
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-27,0.31,71,78,65,543
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-28,0,72,84,61,544
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-29,1.4,74,84,64,545
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-06-30,0,78,86,70,546
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-01,0,75,84,66,547
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-02,0,75,87,61,548
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-03,0.17,76,87,64,549
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-04,0,71,81,62,550
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-05,0.01,69,76,62,551
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-06,0,68,78,55,552
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-07,0,69,83,54,553
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-08,2.2,78,90,65,554
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-09,0.7,70,75,64,555
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-10,0.01,69,78,61,556
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-11,0,70,83,57,557
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-12,0.41,76,84,67,558
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-13,0,76,85,68,559
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-14,0,79,89,71,560
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-15,0,81,91,72,561
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-16,0,77,87,66,562
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-17,0.77,76,85,67,563
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-18,0.07,75,85,66,564
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-19,0.24,74,84,63,565
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-20,0.05,71,82,62,566
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-21,0,68,76,56,567
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-22,0,66,79,52,568
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-23,0,71,85,58,569
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-24,0,74,84,62,570
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-25,0.03,75,83,67,571
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-26,0,74,87,61,572
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-27,0,73,85,61,573
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-28,0.06,72,79,63,574
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-29,0,66,74,52,575
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-30,0,63,77,45,576
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-07-31,0,71,85,62,577
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-01,0,75,85,64,578
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-02,0.83,76,82,67,579
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-03,0,74,84,65,580
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-04,0,75,84,65,581
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-05,0.14,74,83,64,582
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-06,0,72,87,59,583
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-07,0,71,76,53,584
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-08,0,62,75,49,585
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-09,0,64,77,49,586
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-10,0,68,78,58,587
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-11,0,70,78,64,588
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-12,1.04,64,67,58,589
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-13,0,64,68,60,590
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-14,0,65,77,57,591
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-15,0.01,65,73,55,592
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-16,0,66,82,54,593
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-17,0.09,71,82,61,594
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-18,0,64,74,53,595
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-19,0,67,86,56,596
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-20,0.05,72,75,53,597
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-21,0,62,74,48,598
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-22,0,62,75,47,599
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-23,0,65,77,56,600
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-24,0,70,79,63,601
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-25,1.24,67,68,62,602
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-26,0.2,65,74,57,603
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-27,0.29,60,65,55,604
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-28,0,60,72,50,605
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-29,0,63,71,50,606
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-30,0,58,73,44,607
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-08-31,0,63,74,54,608
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-01,0,64,72,60,609
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-02,0.5,63,72,53,610
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-03,0,62,66,50,611
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-04,0,57,70,43,612
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-05,0,66,77,54,613
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-06,0,62,74,50,614
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-07,0.28,53,54,50,615
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-08,0,54,67,49,616
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-09,1.37,58,62,57,617
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-10,0,61,66,56,618
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-11,0,59,66,56,619
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-12,0.59,55,58,50,620
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-13,0.02,54,65,48,621
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-14,0,55,67,46,622
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-15,0,66,83,52,623
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-16,0,75,87,68,624
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-17,0,78,88,71,625
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-18,0.01,74,78,59,626
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-19,0,67,81,54,627
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-20,0,74,88,67,628
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-21,0.47,73,79,56,629
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-22,0,59,71,49,630
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-23,0,61,76,48,631
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-24,0.03,62,74,53,632
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-25,0,58,65,48,633
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-26,0,53,63,44,634
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-27,0,54,57,36,635
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-28,0,47,60,33,636
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-29,0.73,52,56,49,637
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-09-30,0.47,54,57,44,638
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-01,0,44,47,41,639
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-02,0.49,43,46,41,640
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-03,0.02,41,45,36,641
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-04,0.06,45,51,42,642
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-05,0.9,48,51,44,643
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-06,0,51,61,45,644
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-07,0,51,66,37,645
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-08,0,58,70,49,646
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-09,0.07,58,66,40,647
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-10,0.91,38,40,33,648
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-11,0.65,33,33,31,649
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-12,0.17,33,36,32,650
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-13,0.03,36,43,32,651
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-14,0,39,50,34,652
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-15,0.13,40,45,37,653
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-16,0,40,46,35,654
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-17,0,44,60,36,655
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-18,0,54,64,49,656
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-19,0,50,59,39,657
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-20,0.02,43,55,33,658
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-21,0.33,48,51,39,659
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-22,0,40,43,35,660
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-23,0,37,41,28,661
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-24,0,34,45,22,662
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-25,0,40,58,30,663
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-26,0,47,58,38,664
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-27,0,38,40,29,665
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-28,0,30,37,27,666
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-29,0,28,31,21,667
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-30,0,25,28,18,668
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-10-31,0,27,42,16,669
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-01,0.03,37,41,30,670
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-02,0,32,38,29,671
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-03,0,33,40,31,672
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-04,0.03,33,35,17,673
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-05,0,22,29,11,674
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-06,0,22,26,17,675
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-07,0,17,25,7,676
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-08,0,23,34,18,677
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-09,0.11,30,32,20,678
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-10,0.02,20,20,10,679
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-11,0.01,10,13,-3,680
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-12,0,7,22,-2,681
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-13,0.03,23,27,11,682
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-14,0,20,44,5,683
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-15,0,33,37,29,684
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-16,0,38,45,35,685
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-17,0,35,37,30,686
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-18,0.03,35,41,32,687
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-19,0,39,44,33,688
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-20,0.02,37,42,31,689
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-21,0,24,31,12,690
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-22,0,23,41,13,691
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-23,0,33,44,24,692
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-24,0,38,46,27,693
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-25,0.06,39,42,32,694
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-26,0,32,32,30,695
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-27,0,27,30,24,696
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-28,0,24,26,22,697
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-29,0,27,32,26,698
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-11-30,0.68,31,32,24,699
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-01,0.18,21,24,0,700
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-02,0,11,23,2,701
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-03,0,24,35,15,702
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-04,0,27,35,15,703
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-05,0,25,31,16,704
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-06,0,18,25,5,705
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-07,0,26,32,22,706
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-08,0.16,21,30,8,707
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-09,0.04,3,8,-10,708
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-10,0,-6,3,-16,709
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-11,0.02,-10,4,-18,710
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-12,0.03,5,10,4,711
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-13,0.14,12,17,6,712
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-14,0,0,6,-15,713
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-15,0,-1,21,-12,714
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-16,0,14,23,0,715
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-17,0,14,24,-15,716
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-18,0,0,13,-15,717
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-19,0,11,16,3,718
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-20,0,16,20,10,719
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-21,0,20,32,16,720
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-22,0,27,36,16,721
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-23,0,22,28,13,722
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-24,0,20,25,18,723
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-25,0.04,22,24,21,724
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-26,0.09,22,27,19,725
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-27,0,19,27,10,726
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-28,0.35,22,33,13,727
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-29,0.67,29,33,16,728
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-30,0,16,19,14,729
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2019-12-31,0,11,16,-4,730
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-01,0.04,18,31,10,731
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-02,0,30,34,25,732
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-03,0.01,26,30,12,733
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-04,0,15,24,5,734
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-05,0,28,37,17,735
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-06,0,19,30,9,736
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-07,0,16,24,-10,737
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-08,0,-5,12,-18,738
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-09,0,15,20,7,739
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-10,0,5,8,-18,740
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-11,0,-12,-2,-24,741
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-12,0,6,19,-2,742
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-13,0,20,24,19,743
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-14,0,13,24,-5,744
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-15,0.16,-3,-1,-18,745
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-16,0,-16,0,-24,746
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-17,0.18,8,24,-1,747
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-18,0.14,10,19,-3,748
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-19,0,-2,4,-10,749
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-20,0,-6,2,-21,750
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-21,0,6,25,-4,751
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-22,0,20,26,11,752
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-23,0,23,27,22,753
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-24,0,26,27,24,754
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-25,0,24,25,22,755
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-26,0,24,27,20,756
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-27,0.01,16,20,11,757
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-28,0,11,12,9,758
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-29,0,15,20,11,759
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-30,0.08,21,24,20,760
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-01-31,0,24,28,21,761
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-01,0,25,42,12,762
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-02,0,37,41,22,763
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-03,0,21,28,-1,764
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-04,0,5,17,-9,765
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-05,0,13,28,4,766
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-06,0.01,16,18,5,767
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-07,0,-1,5,-14,768
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-08,0,0,19,-8,769
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-09,0,18,24,13,770
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-10,0,19,27,13,771
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-11,0,23,29,19,772
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-12,0.02,8,28,-20,773
